year,state,month,number,date
2006,RS,Novembro,27,2006-01-01
2007,RS,Novembro,13,2007-01-01
2008,RS,Novembro,14,2008-01-01
2009,RS,Novembro,4,2009-01-01
2010,RS,Novembro,90,2010-01-01
2011,RS,Novembro,117,2011-01-01
2012,RS,Novembro,74,2012-01-01
2013,RS,Novembro,110,2013-01-01
2014,RS,Novembro,68,2014-01-01
2015,RS,Novembro,30,2015-01-01
2016,RS,Novembro,105,2016-01-01
2017,RS,Novembro,137,2017-01-01
1998,RS,Dezembro,605,1998-01-01
1999,RS,Dezembro,111,1999-01-01
2000,RS,Dezembro,80,2000-01-01
2001,RS,Dezembro,80,2001-01-01
2002,RS,Dezembro,45,2002-01-01
2003,RS,Dezembro,98,2003-01-01
2004,RS,Dezembro,99,2004-01-01
2005,RS,Dezembro,35,2005-01-01
2006,RS,Dezembro,15,2006-01-01
2007,RS,Dezembro,25,2007-01-01
2008,RS,Dezembro,32,2008-01-01
2009,RS,Dezembro,15,2009-01-01
2010,RS,Dezembro,103,2010-01-01
2011,RS,Dezembro,69,2011-01-01
2012,RS,Dezembro,38,2012-01-01
2013,RS,Dezembro,62,2013-01-01
2014,RS,Dezembro,31,2014-01-01
2015,RS,Dezembro,42,2015-01-01
2016,RS,Dezembro,79,2016-01-01
1998,RO,Janeiro,0,1998-01-01
1999,RO,Janeiro,1,1999-01-01
2000,RO,Janeiro,0,2000-01-01
2001,RO,Janeiro,0,2001-01-01
2002,RO,Janeiro,6,2002-01-01
2003,RO,Janeiro,62,2003-01-01
2004,RO,Janeiro,30,2004-01-01
2005,RO,Janeiro,99,2005-01-01
2006,RO,Janeiro,16,2006-01-01
2007,RO,Janeiro,33,2007-01-01
2008,RO,Janeiro,4,2008-01-01
2009,RO,Janeiro,17,2009-01-01
2010,RO,Janeiro,18,2010-01-01
2011,RO,Janeiro,1,2011-01-01
2012,RO,Janeiro,2,2012-01-01
2013,RO,Janeiro,7,2013-01-01
2014,RO,Janeiro,12,2014-01-01
2015,RO,Janeiro,30,2015-01-01
2016,RO,Janeiro,93,2016-01-01
2017,RO,Janeiro,44,2017-01-01
1998,RO,Fevereiro,0,1998-01-01
1999,RO,Fevereiro,1,1999-01-01
2000,RO,Fevereiro,6,2000-01-01
2001,RO,Fevereiro,2,2001-01-01
2002,RO,Fevereiro,8,2002-01-01
2003,RO,Fevereiro,10,2003-01-01
2004,RO,Fevereiro,12,2004-01-01
2005,RO,Fevereiro,42,2005-01-01
2006,RO,Fevereiro,17,2006-01-01
2007,RO,Fevereiro,8,2007-01-01
2008,RO,Fevereiro,7,2008-01-01
2009,RO,Fevereiro,1,2009-01-01
2010,RO,Fevereiro,9,2010-01-01
2011,RO,Fevereiro,2,2011-01-01
2012,RO,Fevereiro,9,2012-01-01
2013,RO,Fevereiro,8,2013-01-01
2014,RO,Fevereiro,5,2014-01-01
2015,RO,Fevereiro,22,2015-01-01
2016,RO,Fevereiro,88,2016-01-01
2017,RO,Fevereiro,10,2017-01-01
1998,RO,Mar�o,0,1998-01-01
1999,RO,Mar�o,8,1999-01-01
2000,RO,Mar�o,9,2000-01-01
2001,RO,Mar�o,0,2001-01-01
2002,RO,Mar�o,1,2002-01-01
2003,RO,Mar�o,13,2003-01-01
2004,RO,Mar�o,20,2004-01-01
2005,RO,Mar�o,17,2005-01-01
2006,RO,Mar�o,15,2006-01-01
2007,RO,Mar�o,20,2007-01-01
2008,RO,Mar�o,2,2008-01-01
2009,RO,Mar�o,12,2009-01-01
2010,RO,Mar�o,11,2010-01-01
2011,RO,Mar�o,6,2011-01-01
2012,RO,Mar�o,6,2012-01-01
2013,RO,Mar�o,23,2013-01-01
2014,RO,Mar�o,13,2014-01-01
2015,RO,Mar�o,15,2015-01-01
2016,RO,Mar�o,25,2016-01-01
2017,RO,Mar�o,21,2017-01-01
1998,RO,Abril,0,1998-01-01
1999,RO,Abril,3,1999-01-01
2000,RO,Abril,0,2000-01-01
2001,RO,Abril,0,2001-01-01
2002,RO,Abril,3,2002-01-01
2003,RO,Abril,10,2003-01-01
2004,RO,Abril,14,2004-01-01
2005,RO,Abril,7,2005-01-01
2006,RO,Abril,0,2006-01-01
2007,RO,Abril,0,2007-01-01
2008,RO,Abril,8,2008-01-01
2009,RO,Abril,3,2009-01-01
2010,RO,Abril,19,2010-01-01
2011,RO,Abril,8,2011-01-01
2012,RO,Abril,12,2012-01-01
2013,RO,Abril,9,2013-01-01
2014,RO,Abril,15,2014-01-01
2015,RO,Abril,15,2015-01-01
2016,RO,Abril,59,2016-01-01
2017,RO,Abril,19,2017-01-01
1998,RO,Maio,0,1998-01-01
1999,RO,Maio,3,1999-01-01
2000,RO,Maio,13,2000-01-01
2001,RO,Maio,5,2001-01-01
2002,RO,Maio,10,2002-01-01
2003,RO,Maio,21,2003-01-01
2004,RO,Maio,9,2004-01-01
2005,RO,Maio,38,2005-01-01
2006,RO,Maio,7,2006-01-01
2007,RO,Maio,4,2007-01-01
2008,RO,Maio,1,2008-01-01
2009,RO,Maio,6,2009-01-01
2010,RO,Maio,41,2010-01-01
2011,RO,Maio,54,2011-01-01
2012,RO,Maio,22,2012-01-01
2013,RO,Maio,9,2013-01-01
2014,RO,Maio,28,2014-01-01
2015,RO,Maio,13,2015-01-01
2016,RO,Maio,44,2016-01-01
2017,RO,Maio,31,2017-01-01
1998,RO,Junho,26,1998-01-01
1999,RO,Junho,10,1999-01-01
2000,RO,Junho,54,2000-01-01
2001,RO,Junho,31,2001-01-01
2002,RO,Junho,141,2002-01-01
2003,RO,Junho,74,2003-01-01
2004,RO,Junho,151,2004-01-01
2005,RO,Junho,153,2005-01-01
2006,RO,Junho,40,2006-01-01
2007,RO,Junho,71,2007-01-01
2008,RO,Junho,11,2008-01-01
2009,RO,Junho,13,2009-01-01
2010,RO,Junho,44,2010-01-01
2011,RO,Junho,130,2011-01-01
2012,RO,Junho,32,2012-01-01
2013,RO,Junho,22,2013-01-01
2014,RO,Junho,92,2014-01-01
2015,RO,Junho,119,2015-01-01
2016,RO,Junho,170,2016-01-01
2017,RO,Junho,192,2017-01-01
1998,RO,Julho,365,1998-01-01
1999,RO,Julho,135,1999-01-01
2000,RO,Julho,117,2000-01-01
2001,RO,Julho,74,2001-01-01
2002,RO,Julho,539,2002-01-01
2003,RO,Julho,516,2003-01-01
2004,RO,Julho,1233,2004-01-01
2005,RO,Julho,798,2005-01-01
2006,RO,Julho,314,2006-01-01
2007,RO,Julho,187,2007-01-01
2008,RO,Julho,138,2008-01-01
2009,RO,Julho,110,2009-01-01
2010,RO,Julho,747,2010-01-01
2011,RO,Julho,293,2011-01-01
2012,RO,Julho,205,2012-01-01
2013,RO,Julho,117,2013-01-01
2014,RO,Julho,192,2014-01-01
2015,RO,Julho,423,2015-01-01
2016,RO,Julho,969,2016-01-01
2017,RO,Julho,128,2017-01-01
1998,RO,Agosto,2254,1998-01-01
1999,RO,Agosto,1976,1999-01-01
2000,RO,Agosto,2197,2000-01-01
2001,RO,Agosto,2132,2001-01-01
2002,RO,Agosto,3465,2002-01-01
2003,RO,Agosto,706,2003-01-01
2004,RO,Agosto,6893,2004-01-01
2005,RO,Agosto,6672,2005-01-01
2006,RO,Agosto,3124,2006-01-01
2007,RO,Agosto,4786,2007-01-01
2008,RO,Agosto,1251,2008-01-01
2009,RO,Agosto,484,2009-01-01
2010,RO,Agosto,4388,2010-01-01
2011,RO,Agosto,1161,2011-01-01
2012,RO,Agosto,2209,2012-01-01
2013,RO,Agosto,885,2013-01-01
2014,RO,Agosto,3038,2014-01-01
2015,RO,Agosto,3762,2015-01-01
2016,RO,Agosto,3675,2016-01-01
2017,RO,Agosto,4287,2017-01-01
1998,RO,Setembro,3753,1998-01-01
1999,RO,Setembro,3062,1999-01-01
2000,RO,Setembro,2438,2000-01-01
2001,RO,Setembro,1927,2001-01-01
2002,RO,Setembro,7067,2002-01-01
2003,RO,Setembro,689,2003-01-01
2004,RO,Setembro,1305,2004-01-01
2005,RO,Setembro,13972,2005-01-01
2006,RO,Setembro,992,2006-01-01
2007,RO,Setembro,6832,2007-01-01
2008,RO,Setembro,3726,2008-01-01
2009,RO,Setembro,1869,2009-01-01
2010,RO,Setembro,4893,2010-01-01
2011,RO,Setembro,1782,2011-01-01
2012,RO,Setembro,2471,2012-01-01
2013,RO,Setembro,1776,2013-01-01
2014,RO,Setembro,28,2014-01-01
2015,RO,Setembro,6129,2015-01-01
2016,RO,Setembro,4208,2016-01-01
2017,RO,Setembro,5638,2017-01-01
1998,RO,Outubro,483,1998-01-01
1999,RO,Outubro,1884,1999-01-01
2000,RO,Outubro,644,2000-01-01
2001,RO,Outubro,796,2001-01-01
2002,RO,Outubro,3554,2002-01-01
2003,RO,Outubro,4962,2003-01-01
2004,RO,Outubro,3094,2004-01-01
2005,RO,Outubro,2559,2005-01-01
2006,RO,Outubro,1148,2006-01-01
2007,RO,Outubro,2023,2007-01-01
2008,RO,Outubro,1482,2008-01-01
2009,RO,Outubro,1444,2009-01-01
2010,RO,Outubro,1307,2010-01-01
2011,RO,Outubro,822,2011-01-01
2012,RO,Outubro,1229,2012-01-01
2013,RO,Outubro,555,2013-01-01
2014,RO,Outubro,1063,2014-01-01
2015,RO,Outubro,2598,2015-01-01
2016,RO,Outubro,1844,2016-01-01
2017,RO,Outubro,219,2017-01-01
1998,RO,Novembro,3,1998-01-01
1999,RO,Novembro,41,1999-01-01
2000,RO,Novembro,13,2000-01-01
2001,RO,Novembro,91,2001-01-01
2002,RO,Novembro,639,2002-01-01
2003,RO,Novembro,526,2003-01-01
2004,RO,Novembro,452,2004-01-01
2005,RO,Novembro,465,2005-01-01
2006,RO,Novembro,253,2006-01-01
2007,RO,Novembro,53,2007-01-01
2008,RO,Novembro,78,2008-01-01
2009,RO,Novembro,128,2009-01-01
2010,RO,Novembro,238,2010-01-01
2011,RO,Novembro,245,2011-01-01
2012,RO,Novembro,174,2012-01-01
2013,RO,Novembro,108,2013-01-01
2014,RO,Novembro,202,2014-01-01
2015,RO,Novembro,1002,2015-01-01
2016,RO,Novembro,401,2016-01-01
2017,RO,Novembro,372,2017-01-01
1998,RO,Dezembro,33,1998-01-01
1999,RO,Dezembro,0,1999-01-01
2000,RO,Dezembro,7,2000-01-01
2001,RO,Dezembro,1,2001-01-01
2002,RO,Dezembro,91,2002-01-01
2003,RO,Dezembro,214,2003-01-01
2004,RO,Dezembro,208,2004-01-01
2005,RO,Dezembro,36,2005-01-01
2006,RO,Dezembro,4,2006-01-01
2007,RO,Dezembro,6,2007-01-01
2008,RO,Dezembro,2,2008-01-01
2009,RO,Dezembro,9,2009-01-01
2010,RO,Dezembro,158,2010-01-01
2011,RO,Dezembro,37,2011-01-01
2012,RO,Dezembro,50,2012-01-01
2013,RO,Dezembro,143,2013-01-01
2014,RO,Dezembro,144,2014-01-01
2015,RO,Dezembro,282,2015-01-01
2016,RO,Dezembro,148,2016-01-01
1998,RR,Janeiro,0,1998-01-01
1999,RR,Janeiro,15,1999-01-01
2000,RR,Janeiro,18,2000-01-01
2001,RR,Janeiro,101,2001-01-01
2002,RR,Janeiro,302,2002-01-01
2003,RR,Janeiro,547,2003-01-01
2004,RR,Janeiro,355,2004-01-01
2005,RR,Janeiro,106,2005-01-01
2006,RR,Janeiro,70,2006-01-01
2007,RR,Janeiro,194,2007-01-01
2008,RR,Janeiro,245,2008-01-01
2009,RR,Janeiro,45,2009-01-01
2010,RR,Janeiro,351,2010-01-01
2011,RR,Janeiro,225,2011-01-01
2012,RR,Janeiro,217,2012-01-01
2013,RR,Janeiro,397,2013-01-01
2014,RR,Janeiro,355,2014-01-01
2015,RR,Janeiro,330,2015-01-01
2016,RR,Janeiro,1754,2016-01-01
2017,RR,Janeiro,108,2017-01-01
1998,RR,Fevereiro,0,1998-01-01
1999,RR,Fevereiro,20,1999-01-01
2000,RR,Fevereiro,57,2000-01-01
2001,RR,Fevereiro,646,2001-01-01
2002,RR,Fevereiro,476,2002-01-01
2003,RR,Fevereiro,767,2003-01-01
2004,RR,Fevereiro,259,2004-01-01
2005,RR,Fevereiro,105,2005-01-01
2006,RR,Fevereiro,283,2006-01-01
2007,RR,Fevereiro,796,2007-01-01
2008,RR,Fevereiro,138,2008-01-01
2009,RR,Fevereiro,153,2009-01-01
2010,RR,Fevereiro,470,2010-01-01
2011,RR,Fevereiro,112,2011-01-01
2012,RR,Fevereiro,130,2012-01-01
2013,RR,Fevereiro,62,2013-01-01
2014,RR,Fevereiro,226,2014-01-01
2015,RR,Fevereiro,418,2015-01-01
2016,RR,Fevereiro,171,2016-01-01
2017,RR,Fevereiro,129,2017-01-01
1998,RR,Mar�o,0,1998-01-01
1999,RR,Mar�o,98,1999-01-01
2000,RR,Mar�o,125,2000-01-01
2001,RR,Mar�o,1108,2001-01-01
2002,RR,Mar�o,820,2002-01-01
2003,RR,Mar�o,1131,2003-01-01
2004,RR,Mar�o,276,2004-01-01
2005,RR,Mar�o,244,2005-01-01
2006,RR,Mar�o,385,2006-01-01
2007,RR,Mar�o,665,2007-01-01
2008,RR,Mar�o,422,2008-01-01
2009,RR,Mar�o,176,2009-01-01
2010,RR,Mar�o,417,2010-01-01
2011,RR,Mar�o,91,2011-01-01
2012,RR,Mar�o,99,2012-01-01
2013,RR,Mar�o,179,2013-01-01
2014,RR,Mar�o,494,2014-01-01
2015,RR,Mar�o,163,2015-01-01
2016,RR,Mar�o,1081,2016-01-01
2017,RR,Mar�o,216,2017-01-01
1998,RR,Abril,0,1998-01-01
1999,RR,Abril,16,1999-01-01
2000,RR,Abril,0,2000-01-01
2001,RR,Abril,380,2001-01-01
2002,RR,Abril,41,2002-01-01
2003,RR,Abril,268,2003-01-01
2004,RR,Abril,182,2004-01-01
2005,RR,Abril,22,2005-01-01
2006,RR,Abril,201,2006-01-01
2007,RR,Abril,58,2007-01-01
2008,RR,Abril,175,2008-01-01
2009,RR,Abril,115,2009-01-01
2010,RR,Abril,15,2010-01-01
2011,RR,Abril,108,2011-01-01
2012,RR,Abril,25,2012-01-01
2013,RR,Abril,87,2013-01-01
2014,RR,Abril,162,2014-01-01
2015,RR,Abril,278,2015-01-01
2016,RR,Abril,126,2016-01-01
2017,RR,Abril,51,2017-01-01
1998,RR,Maio,0,1998-01-01
1999,RR,Maio,0,1999-01-01
2000,RR,Maio,7,2000-01-01
2001,RR,Maio,9,2001-01-01
2002,RR,Maio,0,2002-01-01
2003,RR,Maio,0,2003-01-01
2004,RR,Maio,2,2004-01-01
2005,RR,Maio,1,2005-01-01
2006,RR,Maio,0,2006-01-01
2007,RR,Maio,0,2007-01-01
2008,RR,Maio,8,2008-01-01
2009,RR,Maio,219,2009-01-01
2010,RR,Maio,3,2010-01-01
2011,RR,Maio,4,2011-01-01
2012,RR,Maio,18,2012-01-01
2013,RR,Maio,4,2013-01-01
2014,RR,Maio,58,2014-01-01
2015,RR,Maio,12,2015-01-01
2016,RR,Maio,22,2016-01-01
2017,RR,Maio,29,2017-01-01
1998,RR,Junho,0,1998-01-01
1999,RR,Junho,3,1999-01-01
2000,RR,Junho,0,2000-01-01
2001,RR,Junho,1,2001-01-01
2002,RR,Junho,0,2002-01-01
2003,RR,Junho,0,2003-01-01
2004,RR,Junho,6,2004-01-01
2005,RR,Junho,5,2005-01-01
2006,RR,Junho,0,2006-01-01
2007,RR,Junho,1,2007-01-01
2008,RR,Junho,0,2008-01-01
2009,RR,Junho,16,2009-01-01
2010,RR,Junho,0,2010-01-01
2011,RR,Junho,6,2011-01-01
2012,RR,Junho,22,2012-01-01
2013,RR,Junho,6,2013-01-01
2014,RR,Junho,4,2014-01-01
2015,RR,Junho,3,2015-01-01
2016,RR,Junho,7,2016-01-01
2017,RR,Junho,4,2017-01-01
1998,RR,Julho,1,1998-01-01
1999,RR,Julho,4,1999-01-01
2000,RR,Julho,0,2000-01-01
2001,RR,Julho,1,2001-01-01
2002,RR,Julho,7,2002-01-01
2003,RR,Julho,0,2003-01-01
2004,RR,Julho,2,2004-01-01
2005,RR,Julho,2,2005-01-01
2006,RR,Julho,0,2006-01-01
2007,RR,Julho,3,2007-01-01
2008,RR,Julho,0,2008-01-01
2009,RR,Julho,18,2009-01-01
2010,RR,Julho,1,2010-01-01
2011,RR,Julho,9,2011-01-01
2012,RR,Julho,2,2012-01-01
2013,RR,Julho,4,2013-01-01
2014,RR,Julho,9,2014-01-01
2015,RR,Julho,5,2015-01-01
2016,RR,Julho,0,2016-01-01
2017,RR,Julho,3,2017-01-01
1998,RR,Agosto,0,1998-01-01
1999,RR,Agosto,1,1999-01-01
2000,RR,Agosto,9,2000-01-01
2001,RR,Agosto,4,2001-01-01
2002,RR,Agosto,7,2002-01-01
2003,RR,Agosto,2,2003-01-01
2004,RR,Agosto,18,2004-01-01
2005,RR,Agosto,9,2005-01-01
2006,RR,Agosto,4,2006-01-01
2007,RR,Agosto,2,2007-01-01
2008,RR,Agosto,4,2008-01-01
2009,RR,Agosto,29,2009-01-01
2010,RR,Agosto,3,2010-01-01
2011,RR,Agosto,39,2011-01-01
2012,RR,Agosto,4,2012-01-01
2013,RR,Agosto,3,2013-01-01
2014,RR,Agosto,12,2014-01-01
2015,RR,Agosto,11,2015-01-01
2016,RR,Agosto,11,2016-01-01
2017,RR,Agosto,35,2017-01-01
1998,RR,Setembro,2,1998-01-01
1999,RR,Setembro,3,1999-01-01
2000,RR,Setembro,12,2000-01-01
2001,RR,Setembro,1,2001-01-01
2002,RR,Setembro,48,2002-01-01
2003,RR,Setembro,6,2003-01-01
2004,RR,Setembro,9,2004-01-01
2005,RR,Setembro,72,2005-01-01
2006,RR,Setembro,40,2006-01-01
2007,RR,Setembro,9,2007-01-01
2008,RR,Setembro,17,2008-01-01
2009,RR,Setembro,117,2009-01-01
2010,RR,Setembro,18,2010-01-01
2011,RR,Setembro,53,2011-01-01
2012,RR,Setembro,67,2012-01-01
2013,RR,Setembro,18,2013-01-01
2014,RR,Setembro,67,2014-01-01
2015,RR,Setembro,77,2015-01-01
2016,RR,Setembro,19,2016-01-01
2017,RR,Setembro,43,2017-01-01
1998,RR,Outubro,1,1998-01-01
1999,RR,Outubro,10,1999-01-01
2000,RR,Outubro,25,2000-01-01
2001,RR,Outubro,13,2001-01-01
2002,RR,Outubro,191,2002-01-01
2003,RR,Outubro,14,2003-01-01
2004,RR,Outubro,53,2004-01-01
2005,RR,Outubro,88,2005-01-01
2006,RR,Outubro,135,2006-01-01
2007,RR,Outubro,15,2007-01-01
2008,RR,Outubro,78,2008-01-01
2009,RR,Outubro,197,2009-01-01
2010,RR,Outubro,64,2010-01-01
2011,RR,Outubro,65,2011-01-01
2012,RR,Outubro,152,2012-01-01
2013,RR,Outubro,63,2013-01-01
2014,RR,Outubro,61,2014-01-01
2015,RR,Outubro,181,2015-01-01
2016,RR,Outubro,101,2016-01-01
2017,RR,Outubro,156,2017-01-01
1998,RR,Novembro,1,1998-01-01
1999,RR,Novembro,15,1999-01-01
2000,RR,Novembro,32,2000-01-01
2001,RR,Novembro,76,2001-01-01
2002,RR,Novembro,133,2002-01-01
2003,RR,Novembro,27,2003-01-01
2004,RR,Novembro,135,2004-01-01
2005,RR,Novembro,135,2005-01-01
2006,RR,Novembro,26,2006-01-01
2007,RR,Novembro,112,2007-01-01
2008,RR,Novembro,39,2008-01-01
2009,RR,Novembro,312,2009-01-01
2010,RR,Novembro,27,2010-01-01
2011,RR,Novembro,121,2011-01-01
2012,RR,Novembro,187,2012-01-01
2013,RR,Novembro,106,2013-01-01
2014,RR,Novembro,143,2014-01-01
2015,RR,Novembro,280,2015-01-01
2016,RR,Novembro,71,2016-01-01
2017,RR,Novembro,327,2017-01-01
1998,RR,Dezembro,16,1998-01-01
1999,RR,Dezembro,35,1999-01-01
2000,RR,Dezembro,77,2000-01-01
2001,RR,Dezembro,76,2001-01-01
2002,RR,Dezembro,199,2002-01-01
2003,RR,Dezembro,157,2003-01-01
2004,RR,Dezembro,160,2004-01-01
2005,RR,Dezembro,71,2005-01-01
2006,RR,Dezembro,101,2006-01-01
2007,RR,Dezembro,8,2007-01-01
2008,RR,Dezembro,5,2008-01-01
2009,RR,Dezembro,290,2009-01-01
2010,RR,Dezembro,73,2010-01-01
2011,RR,Dezembro,249,2011-01-01
2012,RR,Dezembro,78,2012-01-01
2013,RR,Dezembro,65,2013-01-01
2014,RR,Dezembro,277,2014-01-01
2015,RR,Dezembro,304,2015-01-01
2016,RR,Dezembro,136,2016-01-01
1998,SC,Janeiro,0,1998-01-01
1999,SC,Janeiro,11,1999-01-01
2000,SC,Janeiro,14,2000-01-01
2001,SC,Janeiro,11,2001-01-01
2002,SC,Janeiro,22,2002-01-01
2003,SC,Janeiro,45,2003-01-01
2004,SC,Janeiro,37,2004-01-01
2005,SC,Janeiro,46,2005-01-01
2006,SC,Janeiro,41,2006-01-01
2007,SC,Janeiro,9,2007-01-01
2008,SC,Janeiro,25,2008-01-01
2009,SC,Janeiro,21,2009-01-01
2010,SC,Janeiro,2,2010-01-01
2011,SC,Janeiro,9,2011-01-01
2012,SC,Janeiro,14,2012-01-01
2013,SC,Janeiro,18,2013-01-01
2014,SC,Janeiro,58,2014-01-01
2015,SC,Janeiro,28,2015-01-01
2016,SC,Janeiro,53,2016-01-01
2017,SC,Janeiro,46,2017-01-01
1998,SC,Fevereiro,0,1998-01-01
1999,SC,Fevereiro,2,1999-01-01
2000,SC,Fevereiro,8,2000-01-01
2001,SC,Fevereiro,0,2001-01-01
2002,SC,Fevereiro,5,2002-01-01
2003,SC,Fevereiro,43,2003-01-01
2004,SC,Fevereiro,29,2004-01-01
2005,SC,Fevereiro,46,2005-01-01
2006,SC,Fevereiro,18,2006-01-01
2007,SC,Fevereiro,14,2007-01-01
2008,SC,Fevereiro,29,2008-01-01
2009,SC,Fevereiro,7,2009-01-01
2010,SC,Fevereiro,15,2010-01-01
2011,SC,Fevereiro,1,2011-01-01
2012,SC,Fevereiro,13,2012-01-01
2013,SC,Fevereiro,12,2013-01-01
2014,SC,Fevereiro,27,2014-01-01
2015,SC,Fevereiro,23,2015-01-01
2016,SC,Fevereiro,10,2016-01-01
2017,SC,Fevereiro,31,2017-01-01
1998,SC,Mar�o,0,1998-01-01
1999,SC,Mar�o,7,1999-01-01
2000,SC,Mar�o,46,2000-01-01
2001,SC,Mar�o,1,2001-01-01
2002,SC,Mar�o,12,2002-01-01
2003,SC,Mar�o,58,2003-01-01
2004,SC,Mar�o,73,2004-01-01
2005,SC,Mar�o,92,2005-01-01
2006,SC,Mar�o,48,2006-01-01
2007,SC,Mar�o,23,2007-01-01
2008,SC,Mar�o,14,2008-01-01
2009,SC,Mar�o,33,2009-01-01
2010,SC,Mar�o,9,2010-01-01
2011,SC,Mar�o,8,2011-01-01
2012,SC,Mar�o,65,2012-01-01
2013,SC,Mar�o,14,2013-01-01
2014,SC,Mar�o,15,2014-01-01
2015,SC,Mar�o,37,2015-01-01
2016,SC,Mar�o,21,2016-01-01
2017,SC,Mar�o,12,2017-01-01
1998,SC,Abril,0,1998-01-01
1999,SC,Abril,0,1999-01-01
2000,SC,Abril,7,2000-01-01
2001,SC,Abril,1,2001-01-01
2002,SC,Abril,7,2002-01-01
2003,SC,Abril,120,2003-01-01
2004,SC,Abril,59,2004-01-01
2005,SC,Abril,25,2005-01-01
2006,SC,Abril,30,2006-01-01
2007,SC,Abril,2,2007-01-01
2008,SC,Abril,31,2008-01-01
2009,SC,Abril,57,2009-01-01
2010,SC,Abril,19,2010-01-01
2011,SC,Abril,5,2011-01-01
2012,SC,Abril,40,2012-01-01
2013,SC,Abril,46,2013-01-01
2014,SC,Abril,34,2014-01-01
2015,SC,Abril,32,2015-01-01
2016,SC,Abril,36,2016-01-01
2017,SC,Abril,26,2017-01-01
1998,SC,Maio,0,1998-01-01
1999,SC,Maio,1,1999-01-01
2000,SC,Maio,0,2000-01-01
2001,SC,Maio,2,2001-01-01
2002,SC,Maio,3,2002-01-01
2003,SC,Maio,84,2003-01-01
2004,SC,Maio,2,2004-01-01
2005,SC,Maio,21,2005-01-01
2006,SC,Maio,33,2006-01-01
2007,SC,Maio,2,2007-01-01
2008,SC,Maio,15,2008-01-01
2009,SC,Maio,33,2009-01-01
2010,SC,Maio,1,2010-01-01
2011,SC,Maio,16,2011-01-01
2012,SC,Maio,60,2012-01-01
2013,SC,Maio,52,2013-01-01
2014,SC,Maio,42,2014-01-01
2015,SC,Maio,70,2015-01-01
2016,SC,Maio,26,2016-01-01
2017,SC,Maio,36,2017-01-01
1998,SC,Junho,2,1998-01-01
1999,SC,Junho,0,1999-01-01
2000,SC,Junho,2,2000-01-01
2001,SC,Junho,1,2001-01-01
2002,SC,Junho,0,2002-01-01
2003,SC,Junho,68,2003-01-01
2004,SC,Junho,127,2004-01-01
2005,SC,Junho,58,2005-01-01
2006,SC,Junho,32,2006-01-01
2007,SC,Junho,11,2007-01-01
2008,SC,Junho,2,2008-01-01
2009,SC,Junho,14,2009-01-01
2010,SC,Junho,1,2010-01-01
2011,SC,Junho,26,2011-01-01
2012,SC,Junho,42,2012-01-01
2013,SC,Junho,31,2013-01-01
2014,SC,Junho,3,2014-01-01
2015,SC,Junho,104,2015-01-01
2016,SC,Junho,79,2016-01-01
2017,SC,Junho,70,2017-01-01
1998,SC,Julho,0,1998-01-01
1999,SC,Julho,2,1999-01-01
2000,SC,Julho,21,2000-01-01
2001,SC,Julho,5,2001-01-01
2002,SC,Julho,82,2002-01-01
2003,SC,Julho,43,2003-01-01
2004,SC,Julho,94,2004-01-01
2005,SC,Julho,90,2005-01-01
2006,SC,Julho,74,2006-01-01
2007,SC,Julho,12,2007-01-01
2008,SC,Julho,46,2008-01-01
2009,SC,Julho,26,2009-01-01
2010,SC,Julho,31,2010-01-01
2011,SC,Julho,31,2011-01-01
2012,SC,Julho,42,2012-01-01
2013,SC,Julho,69,2013-01-01
2014,SC,Julho,82,2014-01-01
2015,SC,Julho,45,2015-01-01
2016,SC,Julho,480,2016-01-01
2017,SC,Julho,591,2017-01-01
1998,SC,Agosto,0,1998-01-01
1999,SC,Agosto,51,1999-01-01
2000,SC,Agosto,69,2000-01-01
2001,SC,Agosto,24,2001-01-01
2002,SC,Agosto,702,2002-01-01
2003,SC,Agosto,1513,2003-01-01
2004,SC,Agosto,728,2004-01-01
2005,SC,Agosto,391,2005-01-01
2006,SC,Agosto,728,2006-01-01
2007,SC,Agosto,462,2007-01-01
2008,SC,Agosto,51,2008-01-01
2009,SC,Agosto,759,2009-01-01
2010,SC,Agosto,511,2010-01-01
2011,SC,Agosto,175,2011-01-01
2012,SC,Agosto,398,2012-01-01
2013,SC,Agosto,236,2013-01-01
2014,SC,Agosto,459,2014-01-01
2015,SC,Agosto,379,2015-01-01
2016,SC,Agosto,765,2016-01-01
2017,SC,Agosto,713,2017-01-01
1998,SC,Setembro,6,1998-01-01
1999,SC,Setembro,101,1999-01-01
2000,SC,Setembro,36,2000-01-01
2001,SC,Setembro,18,2001-01-01
2002,SC,Setembro,416,2002-01-01
2003,SC,Setembro,1339,2003-01-01
2004,SC,Setembro,755,2004-01-01
2005,SC,Setembro,116,2005-01-01
2006,SC,Setembro,530,2006-01-01
2007,SC,Setembro,617,2007-01-01
2008,SC,Setembro,233,2008-01-01
2009,SC,Setembro,47,2009-01-01
2010,SC,Setembro,198,2010-01-01
2011,SC,Setembro,450,2011-01-01
2012,SC,Setembro,188,2012-01-01
2013,SC,Setembro,303,2013-01-01
2014,SC,Setembro,208,2014-01-01
2015,SC,Setembro,156,2015-01-01
2016,SC,Setembro,644,2016-01-01
2017,SC,Setembro,626,2017-01-01
1998,SC,Outubro,4,1998-01-01
1999,SC,Outubro,16,1999-01-01
2000,SC,Outubro,55,2000-01-01
2001,SC,Outubro,26,2001-01-01
